"condition","responded","yes","dem","rep","lean_dem","lean_rep","dem_condition","rep_condition","neutral_condition","copart_condition","counterpart_condition","strong_dem","strong_rep","strong_part","age","race_fixed","educ_fixed","gender"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,51,"White","Some Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,44,"Other","College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,46,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,69,"White","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,71,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,66,"White","College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,82,"White","Some Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,76,"White","Some College","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,0,0,0,61,"White","College","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,60,"White","Some Grad School","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,42,"White","Some College","Male"
"Republican campaigns",0,0,0,1,0,1,0,1,0,1,0,0,0,0,52,"White","College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,59,"White","College","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,31,"Other","Some College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,69,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,NA,"White","Some Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,NA,"White","Trade School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,66,"Black","Some Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,74,"White","Some College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,76,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,69,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,0,0,0,57,"White","Some College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,58,"White","High School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,80,"White","Some Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,72,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,67,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,71,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,49,"White","Trade School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,78,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,29,"White","College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,67,"White","College","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,71,"White","College","Female"
"Democratic campaigns",1,1,0,1,0,1,1,0,0,0,1,0,0,0,59,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,78,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,64,"White","Trade School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,62,"White","Some College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,64,"White","College","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,68,"White","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,57,"White","Grad School","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,51,"Other","Trade School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,43,"White","< High School","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,79,"Other","Some College","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,21,"Other","Some College","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,64,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,50,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,70,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,21,"Other","High School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,0,0,0,65,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,87,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,75,"White","Some College","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,90,"White","Some College","Female"
"Republican campaigns",1,1,1,0,0,0,0,1,0,0,1,1,0,1,73,"White","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,81,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,0,1,0,0,0,0,1,0,0,0,0,0,53,"Other","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,65,"Other","Some College","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,81,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,69,"White","Some College","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,67,"White","Some College","Female"
"Republican campaigns",1,1,1,0,0,0,0,1,0,0,1,1,0,1,NA,NA,"College","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,71,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,NA,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,54,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,53,"Other","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,69,"White","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,29,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,65,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,66,"White","Some College","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,70,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,63,"White","Some College","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,70,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,45,"White","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,59,"White","College","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,60,"White","College","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,67,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,47,"White","Some Grad School","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,63,"White","High School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,73,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,60,"Other","Some Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,58,"White","Trade School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,72,"White","College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,61,"White","College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,50,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,82,"White","College","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,NA,"Other","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,41,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,83,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,62,"White",NA,"Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,75,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,46,"Other","High School","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,58,"White","Some College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,69,"White","Grad School","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,65,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,NA,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,26,"White","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,54,"Hispanic","Some College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,68,"White","College","Male"
"Democratic campaigns",1,1,1,0,0,0,1,0,0,1,0,0,0,0,33,"White","Some Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,58,"Asian","Some College","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,76,"White","Grad School","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,68,"White","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,71,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,78,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,58,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,64,"White","Some College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,0,0,0,48,"White","Some College","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,71,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,55,"White","Trade School","Male"
"Democratic campaigns",0,0,0,1,0,1,1,0,0,0,1,0,0,0,44,"Other","Some Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,34,"Hispanic","Grad School","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,47,"White","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,36,"White","College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,63,"White","Some College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,65,"White","High School","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,76,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,45,"White","Some Grad School","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,60,"White","Grad School","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,66,"White","Some College","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,0,0,0,28,"White","Some College","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,35,"Other","High School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,54,"White","Some Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,63,"White","College","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,63,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,25,"White","College","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,54,"White","Trade School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,61,"White","College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,57,"White","High School","Female"
"volunteers of a non-profit organization",0,0,0,1,0,1,0,0,1,0,0,0,0,0,53,"White","Trade School","Female"
"Republican campaigns",0,0,0,1,0,0,0,1,0,1,0,0,0,0,60,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,71,"White","College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,64,"White","Some Grad School","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,62,"Other","Some Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,79,"White","College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,16,"White","Some College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,66,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,0,1,0,1,0,0,1,0,0,0,0,0,31,"White","Some College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,42,"Other","College","Female"
"Republican campaigns",0,0,0,1,0,1,0,1,0,1,0,0,0,0,60,"White","High School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,62,"White","High School","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,65,"White","Grad School","Female"
"Democratic campaigns",0,0,0,1,0,0,1,0,0,0,1,0,0,0,65,"Other","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,0,0,0,49,"White","Some College","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,67,"White","Grad School","Male"
"volunteers of a non-profit organization",0,0,0,1,0,1,0,0,1,0,0,0,0,0,63,"White","College","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,65,"White","High School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,72,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,64,"Other","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,64,"White","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,71,"White","Some Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,66,"White","Some College","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,76,"White","Some Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,68,"White","College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,62,"White","Some College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,55,"White","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,32,"White","High School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,82,"White","Some College","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,67,"White","Some College","Male"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,64,"Native American","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,69,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,52,"White","Some Grad School","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,63,"Other","College","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,61,"White","College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,66,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,68,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,71,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,0,0,0,53,"White","Some College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,79,"White","Some Grad School","Female"
"Republican campaigns",0,0,0,1,0,0,0,1,0,1,0,0,1,1,59,NA,"College","Female"
"volunteers of a non-profit organization",1,1,1,0,0,0,0,0,1,0,0,0,0,0,64,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,65,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,72,"White","Some College","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,56,"Black","Grad School","Female"
"volunteers of a non-profit organization",0,0,0,1,0,0,0,0,1,0,0,0,1,1,56,"White","College","Female"
"volunteers of a non-profit organization",0,0,0,1,0,0,0,0,1,0,0,0,0,0,45,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,52,"White","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,60,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,75,"White","College","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,74,"White","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,54,"Black","Some College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,23,"White","Some College","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,59,"White","College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,64,"White","Some College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,62,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,36,"White","Some Grad School","Male"
"Republican campaigns",0,0,0,1,0,0,0,1,0,1,0,0,0,0,54,"White","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,64,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,45,"White","College","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,38,"White","Trade School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,75,"White","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,80,NA,"Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,60,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,0,1,0,1,0,0,1,0,0,0,0,0,59,"White","College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,0,0,0,48,"Hispanic","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,38,"White","College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,39,"White","Trade School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,65,"White","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,50,"White","College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,39,"White","Some College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,61,"White","Some College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,52,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,61,"White","Some College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,74,"White","Some College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,68,"Other","Trade School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,64,"White","College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,37,"Other","Trade School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,55,"White","Trade School","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,71,"White","Some College","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,NA,NA,"Grad School","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,75,"Black","College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,80,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,77,"White","College","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,81,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,63,"White","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,61,"Other","College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,57,"Black","High School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,72,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,64,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,61,"Other","Some College","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,72,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,85,"White","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,57,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,58,"Hispanic","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,0,0,0,70,"White","Some Grad School","Female"
"Democratic campaigns",0,0,0,1,0,0,1,0,0,0,1,0,0,0,61,"White","Some College","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,67,"White","High School","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,66,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,58,"White","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,71,"Black","Some College","Male"
"Democratic campaigns",0,0,0,1,0,1,1,0,0,0,1,0,0,0,62,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,42,"Black","College","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,29,"White","College","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,42,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,59,"White","Some Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,54,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,NA,NA,"Some College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,58,"White","Grad School","Female"
"Republican campaigns",0,0,0,1,0,0,0,1,0,1,0,0,0,0,33,"White","College","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,54,"White","College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,56,"White","< High School","Male"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,71,"White","Some College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,63,"White","College","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,82,"White","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,74,"White","High School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,0,0,0,71,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,63,"Other","Some Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,73,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,36,"White","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,70,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,17,"White","< High School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,52,"White","Grad School","Male"
"Democratic campaigns",0,0,0,1,0,1,1,0,0,0,1,0,0,0,67,"Hispanic","Some College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,20,"White","Some College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,56,"Hispanic","Trade School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,0,0,0,70,"White","Some College","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,58,"White","College","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,69,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,0,1,0,0,0,0,1,0,0,0,0,0,57,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,42,"Other","High School","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,45,"White","College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,63,"White","College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,53,"White","High School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,67,"White","College","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,46,"White","Grad School","Female"
"Democratic campaigns",0,0,0,1,0,1,1,0,0,0,1,0,0,0,43,"Hispanic","Some College","Male"
"volunteers of a non-profit organization",0,0,0,1,0,0,0,0,1,0,0,0,0,0,33,"Other","Some College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,69,"White","College","Female"
